saleid,productid,itemsize,quantity,saleprice
193636,217,9.5,1,64.34
193636,367,10.5,2,95
193636,942,9,1,42.74
193637,813,11,1,45.49
193638,566,8,1,28.99
193638,670,10,1,59
193638,763,9,1,36.85
193638,869,11.5,1,74.1
193638,869,12,1,74.88
193639,391,8.5,1,34.95
193640,53,8.5,1,20.15
193640,164,8,1,15.97
193640,421,11,1,22.31
193640,464,6.5,1,46.99
193640,713,11.5,1,59.15
193641,773,12,1,83.99
193641,1249,9,1,135
193641,1312,11,2,21.55
193641,1337,11,1,83.7
193642,52,12,1,57.03
193642,177,9.5,1,73.79
193642,347,10.5,1,55.99
193642,767,12,1,61.75
193642,914,7,1,47.99
193642,1254,10,1,11.82
193643,236,9,1,15.99
193643,494,11.5,1,57.59
193643,598,10,1,33.94
193643,773,11,1,78.95
193643,923,10,1,33.47
193643,1253,12,1,37.04
193643,1270,10.5,1,62.71
193644,1391,5,2,31.34
193645,1181,8.5,1,45.99
193646,583,6.5,1,48
193647,204,9,2,34.29
193647,648,10,2,39.6
193647,1037,10.5,1,128.69
193647,1166,5,2,64.85
193647,1272,8,2,38.8
193647,1381,12,1,77.21
193648,1205,12,1,62.36
193649,548,11,1,90
193650,308,10.5,2,56.4
193651,24,6,1,72
193652,497,11,1,56.39
193652,1404,11.5,1,48.95
193653,21,11,1,88.2
193653,244,11.5,1,68.25
193653,280,9,1,93
193653,519,10,1,55.43
193653,897,8,1,71.09
193654,1021,8,1,80
193655,1057,10,1,50.05
193656,88,9,1,16.37
193656,281,11.5,2,90
193656,353,11.5,1,59.99
193656,589,8,1,17.99
193656,780,11,1,90
193656,991,8,2,18.61
193656,1317,9.5,1,35.27
193657,8,10,2,72.7
193658,1201,7.5,1,20.69
193659,293,11.5,1,51.7
193660,290,9,1,19.31
193661,263,5.5,1,51.51
193661,691,8,2,35.51
193661,1052,11,2,60
193661,1128,9,2,75
193661,1379,11.5,2,180
193662,366,8,1,58.5
193663,696,10.5,2,59.8
193663,866,12,1,63.92
193663,991,8,1,17.28
193663,1365,6.5,1,23.75
193664,888,11.5,2,73.79
193664,969,7.5,1,34.55
193664,1062,9.5,1,51.7
193664,1230,10.5,1,34.99
193664,1411,11,1,65.1
193665,914,9.5,1,43.19
193666,222,6,1,58.2
193667,1121,8.5,1,37.3
193668,347,7.5,1,53.19
193669,136,10.5,1,93.1
193669,241,9,1,91.08
193669,476,11,1,23.99
193669,1214,12,1,61.19
193669,1368,8,1,20.36
193670,542,6.5,1,21.77
193671,1323,9,1,26.87
193672,656,8.5,1,37.82
193673,609,10.5,2,59.39
193674,916,10.5,1,67.5
193675,30,8.5,1,50.05
193675,203,7,1,43.55
193675,408,12,1,100
193675,686,10.5,1,36.09
193675,866,9.5,1,68
193675,874,11,1,64.31
193675,1189,10.5,1,99
193676,143,9,1,17.85
193676,433,11.5,1,113.84
193676,547,11.5,2,133
193676,709,11,1,33.99
193676,1126,10,1,31.95
193676,1215,11.5,2,69.3
193677,1250,11.5,1,67.9
193678,877,9.5,1,62.99
193679,399,10,1,32.66
193679,864,8.5,1,112.79
193679,1269,12,1,84.47
193679,1290,12,1,96.99
193680,901,11,1,103.78
193681,663,8,1,19.59
193681,809,11.5,2,29.75
193681,854,9.5,1,95
193681,915,10.5,2,75.2
193681,916,10,2,75
193681,940,12,1,44.09
193682,868,8.5,1,71.78
193683,958,12,1,70.5
193684,105,7.5,1,37.82
193684,146,10,1,52.43
193684,840,6.5,1,54.99
193684,876,10.5,1,82.79
193685,302,10.5,1,58.89
193685,897,10.5,1,71.09
193685,916,9.5,2,69.75
193685,1087,11.5,1,62.4
193685,1103,11,1,21.99
193686,1055,10.5,1,41.15
193687,857,8,1,158.1
193688,293,11.5,1,51.7
193688,425,10.5,1,72
193688,495,12,1,70
193688,1005,11.5,1,75.2
193688,1370,11.5,1,93.99
193689,233,8.5,1,50.6
193689,332,9.5,1,77.35
193689,938,11.5,1,86.4
193690,244,10.5,1,70.5
193690,504,10,1,47.31
193690,529,10.5,1,69.11
193690,625,6,1,16.82
193690,811,12,1,57.59
193690,1037,9.5,1,120.89
193690,1192,11.5,1,31.84
193691,651,8.5,1,47.49
193692,59,10,1,81.9
193692,269,10,1,45.5
193692,728,9,1,53.35
193692,1074,10.5,1,55.85
193693,924,11.5,1,45.49
193694,550,11.5,1,59.15
193695,54,11.5,2,94
193695,272,8.5,1,90
193695,1217,8,1,72.8
193696,31,9.5,1,61.1
193697,120,7,2,21.99
193698,499,8,1,53.34
193699,1037,10.5,1,129.99
193700,1361,6.5,2,46.05
193701,642,9,2,18.42
193701,926,12,1,58
193701,940,10.5,1,42.74
193701,1293,9.5,1,100
193701,1412,6.5,1,68.6
193702,217,11.5,1,59.14
193703,1248,12,1,89.1
193704,630,12,1,45.99
193704,865,9,2,75.99
193704,1207,10,2,59.99
193704,1217,10.5,1,74.4
193705,495,11.5,1,70
193706,198,8.5,2,21.15
193706,351,10,1,89.1
193706,681,11,2,39.2
193706,775,9.5,1,60.38
193706,1189,10,2,110
193707,420,7.5,1,62.4
193707,552,10,1,53.34
193707,670,6.5,1,56.64
193707,870,11.5,1,82.72
193707,1063,11,1,46
193708,611,8,1,47.42
193709,879,7,1,76.43
193710,638,7,1,24.99
193710,714,5,1,19.99
193710,773,11,2,80.63
193710,1090,10.5,1,58.5
193711,78,12,1,49.49
193712,281,10.5,1,95
193713,159,9.5,1,83.6
193713,454,8.5,1,20.69
193713,591,9,1,31.67
193713,764,7,1,30.02
193713,925,10.5,2,58
193713,1215,11.5,1,68.6
193714,496,11.5,1,65
193715,868,12,1,74
193715,943,9,1,28.41
193715,1145,11.5,1,120
193715,1260,10,1,53.99
193715,1358,11.5,1,53.34
193716,302,10.5,1,61.37
193716,998,6,1,35.99
193717,1056,12,1,58.28
193717,1134,10.5,1,81.17
193717,1258,7.5,2,48
193718,250,10.5,2,56.41
193718,499,11,1,54.44
193718,530,11.5,1,75
193718,1079,12,1,52.07
193718,1295,12,1,101.51
193719,731,8.5,2,10.91
193719,739,8.5,1,47.52
193719,847,7,1,24.95
193719,958,8.5,1,70.5
193719,965,11,1,27.15
193719,1060,10,1,53.9
193720,545,10,1,27.89
193720,621,9.5,1,12.86
193720,647,11,1,106.7
193720,936,11.5,1,47.99
193720,991,7.5,1,17.66
193720,994,6,1,20.92
193720,1126,6.5,1,32.29
193721,696,11.5,1,60.45
193722,940,11.5,2,44.99
193723,266,8.5,1,20.99
193723,342,6.5,1,43.11
193723,612,11,2,75.99
193723,818,8.5,1,31.95
193723,821,9.5,1,53.45
193723,1001,9.5,1,58.5
193724,1040,8,2,11.15
193725,116,8,1,18.4
193725,348,8,1,14.71
193725,355,10.5,1,39.35
193725,436,11.5,1,69.75
193725,1388,9.5,1,37.79
193726,1385,11.5,1,61.2
193727,1300,10,1,19.59
193728,599,11.5,1,43.11
193729,286,6.5,1,18.79
193729,335,10.5,1,91.2
193730,136,11.5,1,86.45
193730,200,12,1,64.01
193730,819,7,1,70.07
193730,1292,11,2,77.22
193730,1332,10,2,96.6
193730,1388,10.5,1,37.79
193730,1408,8.5,1,55.99
193731,1248,12,1,87.3
193732,1226,9,1,61.2
193733,113,12,1,90
193733,536,11,1,80
193733,759,5.5,1,15.29
193733,992,6,1,24.49
193734,36,8,1,45.53
193734,176,10.5,1,137.99
193734,428,9.5,2,33.94
193734,548,11,2,82.8
193734,934,10,1,35.87
193734,1315,7,1,42.74
193735,1006,10.5,1,69
193736,958,10.5,1,71.25
193737,1062,11,1,52.25
193738,1380,5,1,48.99
193739,1215,11,1,65.8
193740,1395,10.5,1,57.59
193741,975,10,1,64.4
193742,136,10,1,85.5
193742,916,9.5,2,75
193743,500,11.5,2,50.04
193744,1375,8,1,35.71
193745,29,10.5,2,60
193745,30,11,1,52.8
193745,495,8.5,1,70
193745,559,8.5,1,67.49
193745,1213,7,1,70
193745,1215,9.5,1,67.2
193746,131,12,1,79.2
193746,183,9,1,26.99
193746,338,11,1,17.99
193746,865,10.5,1,72.19
193746,946,6.5,1,66.24
193747,72,9.5,1,70.55
193747,367,10.5,1,95
193747,537,8,1,65.99
193747,545,7.5,1,27.59
193747,586,10,2,24.99
193748,939,7,1,81
193749,302,9.5,1,60.75
193749,495,11,1,64.4
193749,937,10.5,1,57.59
193749,1348,10.5,2,47.93
193750,281,11.5,1,93
193751,492,11.5,1,45.49
193752,559,12,2,69.74
193753,314,11,1,51.7
193753,360,9.5,1,116.4
193753,555,11,1,62.4
193753,775,11,1,60.99
193753,1318,6.5,1,17.99
193754,1185,9,1,77.6
193755,323,11,2,34.55
193755,360,9.5,1,112.8
193755,436,9.5,1,71.25
193755,537,9,1,59.39
193755,638,8,1,24.24
193755,854,10.5,1,93
193755,954,10.5,1,29.39
193756,1389,5.5,2,47.99
193757,1108,9,1,38.63
193758,243,6,1,45.11
193758,272,11,1,81
193758,357,11.5,2,55.8
193758,605,9.5,1,12.59
193758,1026,10,1,107.8
193759,29,8,1,57.6
193759,730,11,2,38.99
193760,249,8,1,49.91
193761,229,12,1,55.99
193761,266,9,1,20.99
193761,856,10,1,62.97
193762,1293,10.5,1,100
193763,20,7,1,55
193764,204,7.5,1,33.59
193765,364,11,1,66.5
193765,513,10,1,39.99
193765,1206,12.5,1,55.46
193766,54,12,2,90
193766,875,11,2,57.03
193766,1213,9.5,2,67.9
193767,75,10,1,152.28
193768,33,12,2,120
193768,293,12,1,51.7
193768,850,11,1,45
193768,891,9.5,2,73.32
193768,1022,9.5,1,76.8
193768,1436,11,1,59.8
193769,272,10.5,1,81
193770,2,7.5,1,22.53
193770,284,11,1,32.99
193770,651,11.5,1,46.49
193770,901,11.5,1,106.99
193771,686,10.5,1,36.85
193771,912,9,1,59.15
193771,1168,11.5,1,68.99
193772,93,9.5,1,49.99
193772,446,9,1,80.75
193772,730,11,1,38.99
193772,758,9.5,1,50.75
193772,771,10,1,26.68
193772,1171,12,1,37.3
193773,504,7,1,48.87
193773,834,8,1,22.55
193773,943,7,1,26.67
193773,1249,12,1,133.65
193773,1273,7.5,1,53.09
193773,1291,8.5,1,61.1
193774,74,11.5,1,72.95
193774,280,8,1,99
193774,302,7,1,57.65
193774,552,8,1,49.49
193774,729,9,1,63.7
193775,219,7.5,1,21.83
193775,377,10,2,52.2
193775,425,9.5,1,71.28
193775,627,10,1,25.37
193775,915,12,2,73.6
193775,1169,7,1,60.76
193776,197,9,1,15.99
193776,320,12,2,56.99
193776,362,8,1,65.99
193776,1195,9.5,1,83.51
193776,1206,11,1,56.64
193777,33,8,1,120
193778,72,10.5,1,69.83
193778,556,10,1,37.99
193778,939,10.5,1,89.1
193778,1408,11.5,1,55.99
193778,1420,9.5,1,34.99
193779,198,7,1,22.99
193780,719,12,1,59.15
193781,1031,9,1,46.79
193782,108,9,1,19.31
193783,107,11,1,35.99
193783,236,8.5,1,15.99
193783,589,6,2,16.55
193783,696,11.5,1,61.75
193783,897,11,1,73.46
193783,1161,10.5,1,15.99
193784,101,6.5,1,15.35
193784,436,11.5,1,70.5
193784,915,8,2,73.6
193784,941,11,1,14.55
193784,995,9,1,21.83
193784,1118,10,1,33.11
193785,702,9,1,35.51
193785,854,9.5,1,95
193785,861,11,1,100.8
193785,1002,10.5,2,22.3
193785,1353,9,1,55.79
193786,1342,9,1,35.71
193787,1185,11,1,77.6
193788,1269,10.5,1,86.23
193789,475,7,1,16.82
193789,635,8.5,2,18.99
193789,963,10.5,2,64.99
193789,1382,5,1,61.19
193790,77,8,1,86.99
193790,209,8,1,42.29
193790,1261,12,1,27.29
193790,1288,10,1,21.99
193791,191,9,1,54.6
193791,234,10.5,1,63
193791,244,11.5,1,69.75
193791,252,9,1,32.66
193791,722,10,2,66.93
193791,915,11.5,1,75.2
193791,940,10.5,1,40.49
193792,252,7,1,31.34
193792,420,11.5,1,65
193792,709,8,1,30.59
193792,1024,8.5,1,21.99
193792,1032,11,2,57.94
193792,1269,11.5,1,79.19
193793,789,6.5,1,37.2
193794,135,7,1,72.53
193794,276,10.5,1,63.7
193794,425,11,1,71.28
193794,1183,11.5,1,50.04
193795,351,9,1,84.6
193795,376,5.5,1,46.52
193795,377,9.5,1,53.94
193795,694,10.5,2,49.81
193795,780,10.5,1,92
193795,930,6,2,58.8
193795,1272,6.5,1,37.6
193796,696,11.5,1,59.8
193797,1126,9,2,30.59
193798,648,7.5,1,36.8
193799,20,11.5,1,53.9
193799,35,12,1,29.7
193799,327,8,1,58.88
193799,735,10.5,1,49.99
193799,1009,9.5,1,67.99
193799,1433,12,2,76
193800,236,9.5,1,14.87
193800,899,7,1,64.99
193800,1056,10.5,1,60.76
193801,1043,6.5,1,17.28
193801,1079,12,1,51.51
193801,1171,8.5,1,38.94
193801,1207,12,1,54.59
193801,1418,10,1,34.19
193802,360,11,1,110.4
193803,160,6.5,2,71.25
193803,263,5.5,1,53.19
193803,559,10.5,1,69.74
193803,651,9.5,1,47.49
193803,847,7.5,1,25.73
193803,1108,7.5,1,41.99
193803,1214,12,2,61.87
193804,345,10.5,1,67.2
193805,74,9.5,1,72.19
193805,244,11.5,1,74.25
193805,696,9.5,1,59.15
193805,1322,8,1,20.69
193806,272,11.5,1,87.3
193807,253,9,1,32.97
193808,281,9.5,1,99
193808,493,10,1,64.34
193808,496,12,1,61.1
193808,1181,11.5,1,45.53
193808,1305,8,2,13.57
193808,1319,10,1,59.77
193808,1385,9.5,1,61.88
193809,315,11.5,1,60
193809,436,11,2,73.5
193809,681,8.5,1,38
193809,759,5.5,1,16.82
193809,826,9,2,13.94
193810,660,7.5,1,29.44
193811,260,9,1,19.79
193811,519,6,1,55.99
193811,812,8.5,1,49.81
193811,915,11.5,2,72.8
193811,1206,12.5,1,58.41
193811,1265,9.5,1,30.68
193812,20,11.5,1,53.35
193812,136,8,1,95
193812,868,7,1,71.04
193812,1174,10.5,1,53.93
193812,1316,7.5,1,44.63
193813,33,7,1,109.2
193813,191,7.5,1,55.2
193813,679,8,2,38.99
193813,694,10.5,1,52.99
193813,1420,11,1,34.29
193814,137,11.5,1,73.5
193814,272,10.5,1,90
193814,307,12,1,48.99
193814,348,6.5,1,15.03
193814,564,7,1,36.79
193814,1408,11,1,54.31
193815,123,6,2,23.27
193815,421,11,2,22.31
193815,637,10,2,65.09
193815,869,11.5,1,76.44
193815,1321,8,1,30.39
193815,1421,5.5,1,15.29
193816,836,7,1,14.87
193816,861,11,2,95.55
193816,902,7.5,2,61.99
193816,916,9.5,1,71.25
193816,1182,11.5,1,39.99
193817,228,7.5,1,35.09
193818,1079,10.5,1,52.07
193819,21,10,1,90
193819,911,7,1,33.65
193819,938,11.5,1,89.1
193819,1134,11.5,1,73.79
193819,1298,6,1,15.63
193820,1148,11.5,1,100.93
193821,316,7,1,49.5
193821,366,11.5,1,61.75
193821,605,7.5,1,13.29
193821,816,8,1,80.99
193821,862,10,1,63.64
193821,888,12,1,77.07
193822,324,12,1,33.59
193822,425,9.5,1,70.56
193822,542,11,1,20.23
193823,648,11,2,36.8
193824,1121,11,1,39.35
193825,746,7.5,1,74.4
193826,217,12,1,59.14
193826,413,11,1,25.91
193826,759,5.5,1,16.99
193826,854,11.5,1,96
193826,1001,7.5,1,63.05
193826,1009,12,2,67.31
193826,1361,10,1,44.58
193827,56,8.5,1,82.72
193828,516,8,1,20.99
193829,1013,9,2,50.48
193830,1174,12,2,53.35
193831,525,6.5,1,19.39
193832,196,6,1,21.61
193832,493,10.5,2,64.99
193832,637,8,1,66.49
193832,1347,8.5,1,14.39
193832,1358,8.5,2,52.24
193833,718,9,1,58.5
193833,1291,11.5,1,63.7
193834,100,10,1,26.45
193834,250,9,1,61.99
193834,327,8.5,1,64
193834,415,10,1,31.35
193834,591,8,2,30.68
193834,865,8.5,1,69.91
193834,1346,7,1,27.59
193835,765,12,1,70
193835,1007,10,1,46.05
193835,1025,6.5,1,18.99
193835,1361,7,1,48.99
193836,66,11.5,2,106
193836,417,9,1,28.49
193836,460,6,1,13.85
193836,632,8,1,22.31
193836,740,12,1,53.99
193836,986,9,1,46.4
193837,361,8.5,1,99.89
193838,915,7.5,2,80
193839,1249,10.5,1,132.3
193840,335,10.5,1,85.5
193841,878,9.5,1,78.99
193842,552,9,1,50.04
193843,849,10,1,80
193844,769,10.5,1,10.99
193845,250,11.5,1,55.79
193845,847,11,2,25.99
193846,686,12,1,34.95
193847,527,11,1,14.99
193848,696,11.5,1,61.75
193849,54,9.5,2,98
193850,1008,11,1,75.99
193851,1255,10.5,1,64.6
193852,1018,7,1,40.04
193853,1248,9.5,1,90
193854,642,9,1,18.23
193855,588,11,1,36.8
193855,901,9.5,1,102.71
193855,946,9.5,2,64.17
193855,1024,9,1,21.11
193855,1116,6,2,30.35
193855,1386,12,2,44.09
193856,192,9.5,1,38.99
193856,417,9,1,27.29
193856,1240,11,2,29.69
193857,420,11.5,1,61.1
193858,139,10,2,41.39
193858,319,10,2,18.19
193858,924,11,1,46.99
193859,471,8,1,33.11
193859,699,6,1,8.18
193859,1020,11.5,1,57.6
193859,1160,12,1,18.39
193859,1192,11.5,1,34.99
193859,1233,7,1,12.59
193860,1168,10.5,1,68.3
193861,285,7,1,22.99
193861,1195,11,2,84.38
193861,1319,10,1,57.94
193862,197,9,1,15.51
193862,338,10,1,16.55
193862,869,12,1,70.98
193862,1216,6.5,1,75
193863,1238,9,2,25.19
193864,1270,12,1,63.35
193865,1004,11,1,81.9
193866,1145,11,1,113.75
193867,417,9.5,1,29.69
193867,530,7.5,1,69
193867,597,10.5,1,43.55
193867,631,6,2,21.33
193867,881,10.5,1,87.29
193868,21,9,1,88.2
193868,730,10.5,1,38.6
193868,809,10,1,31.03
193868,1060,8.5,1,53.9
193868,1189,7.5,1,110
193868,1196,10,1,29.99
193869,174,9.5,1,64.16
193869,455,11,1,29.69
193869,835,7.5,1,31.61
193869,1295,10.5,1,97.19
193869,1335,9.5,1,41.99
193869,1358,11,1,50.04
193870,1391,8.5,1,30.68
193871,104,7,1,40.17
193871,364,10.5,2,70
193871,417,11,2,28.79
193871,494,8.5,1,53.99
193871,686,10.5,2,37.23
193871,957,5.5,1,15.29
193871,1092,8,1,28.7
193872,345,8,2,67.9
193872,436,11.5,2,69.75
193872,660,9,1,30.37
193872,1028,6,1,53.34
193873,1106,11,1,60.45
193874,183,10,1,25.64
193874,403,9,2,26.87
193874,621,10.5,1,12.21
193874,983,9,1,53.35
193874,1292,11,1,76.44
193874,1320,7,1,17.27
193875,643,8,1,56.39
193875,805,9,1,23.51
193875,913,9.5,2,44.09
193875,982,9,1,22.99
193875,1326,10,1,46.79
193875,1395,6.5,1,63.99
193876,1432,9.5,1,42.31
193877,149,10,1,10.88
193877,1240,7.5,1,26.99
193877,1288,6.5,1,21.11
193878,425,11,2,69.12
193878,645,9,1,39.6
193878,861,9.5,1,101.85
193878,967,7.5,1,36.85
193878,1007,9.5,1,45.58
193878,1206,12.5,2,58.41
193878,1312,8.5,2,20.45
193879,124,6.5,1,22.07
193879,206,9.5,1,25.47
193879,380,10,1,80
193879,710,7,1,27.71
193879,818,11,1,30.93
193879,1103,8.5,1,21.55
193880,304,12,1,53.9
193881,324,12,1,34.99
193881,374,6.5,1,77.34
193881,559,11.5,1,68.24
193881,609,10,1,59.99
193881,1094,9,1,22.74
193882,389,9.5,1,31.49
193882,592,11.5,1,47.99
193882,777,7,1,30.93
193882,999,11.5,1,48.75
193882,1101,11,1,108.9
193882,1435,10,1,58.5
193883,789,10,1,36
193884,97,11,2,39.99
193884,250,9,1,56.41
193884,275,10,1,37.59
193884,611,5.5,1,50.48
193884,780,10.5,1,100
193884,987,11,2,24.43
193885,577,6,1,40.94
193886,915,8.5,1,80
193887,308,10.5,1,55.8
193887,605,11,1,13.99
193887,707,10,1,56.83
193887,944,6,1,30.99
193887,1430,9.5,1,30.68
193888,66,9.5,2,106
193888,78,10.5,1,50.59
193888,91,9,1,19.1
193888,350,8,1,47.69
193888,351,12,1,82.8
193888,501,6.5,1,22.99
193888,789,7,1,36.4
193889,1404,10.5,1,50.48
193890,1295,10,1,107.99
193891,773,12,1,78.11
193892,136,7,1,91.2
193892,261,6,1,26.67
193892,495,8.5,1,68.6
193892,636,7.5,2,18.42
193892,809,8,1,31.03
193893,347,8.5,1,55.99
193894,256,6,1,21.33
193894,464,7,1,46.99
193894,915,9,1,74.4
193894,1087,12,1,61.1
193895,289,9.5,1,16.14
193895,958,9.5,1,73.5
193895,984,11,2,50.05
193895,1006,11,1,75
193895,1105,9,1,62.4
193895,1264,8.5,1,62.71
193895,1379,11.5,1,180
193896,202,11,1,41.4
193896,421,8,1,23.99
193896,627,8.5,1,25.64
193896,1086,9,1,67.2
193896,1279,11.5,1,103.94
193897,209,6.5,1,41.84
193897,585,9,1,21.55
193897,1145,11,1,118.75
193897,1203,11,2,29.69
193897,1250,8.5,1,65.8
193898,1062,9,1,49.5
193899,948,8.5,2,21.15
193900,274,10,1,87.3
193900,383,12,1,22.99
193900,597,10,1,39.59
193900,706,9,1,22.3
193900,916,11.5,1,75
193900,1001,11,2,61.1
193900,1181,10.5,1,41.85
193901,213,7.5,1,26.38
193902,285,5,1,23.24
193903,679,10,1,38.99
193903,864,11.5,1,116.39
193903,1318,10,1,17.99
193903,1345,8.5,1,16.99
193903,1373,8.5,1,17.09
193903,1385,7,2,65.28
193904,982,8,1,21.38
193904,1026,12.5,2,107.8
193905,1001,10.5,1,61.75
193906,740,10,2,54.59
193907,113,10.5,1,86.4
193907,766,9,1,64.35
193908,136,7,1,89.3
193908,320,12,1,51.29
193908,969,7,1,35.99
193908,996,8.5,2,20.15
193908,1263,10,1,48.49
193909,91,9.5,1,20.36
193909,302,9,1,60.75
193909,364,12,1,70
193909,386,12,1,35.51
193909,940,10,1,43.64
193909,1001,11.5,1,59.8
193909,1007,9.5,2,42.76
193910,943,11,2,26.96
193911,864,9.5,1,113.99
193911,916,9,1,74.25
193911,1404,10.5,1,49.97
193912,263,6,1,55.99
193913,1143,9,1,120
193914,259,6.5,1,22.53
193915,4,10,1,127.4
193915,555,10,1,65
193915,762,8.5,1,14.54
193915,1153,11,1,17.47
193915,1341,8.5,1,24.24
193916,26,11,1,100.1
193916,204,7,1,32.89
193916,241,8.5,2,93.06
193916,373,11,1,27.83
193916,849,10,1,75.2
193917,1357,10.5,1,48.99
193918,35,9,1,27.6
193918,866,9,2,62.56
193918,963,10,1,59.14
193918,969,7.5,1,35.27
193918,1195,12,1,86.99
193919,241,6.5,1,98.01
193920,49,7.5,2,40.84
193920,272,11,2,83.7
193920,402,11.5,1,33.31
193920,518,11,1,89.23
193920,1012,12,1,76.8
193921,136,11.5,1,90.25
193921,1211,11.5,1,68.6
193921,1420,7,1,32.54
193922,2,6,1,22.99
193922,91,9.5,1,19.73
193922,492,10.5,1,45.49
193922,730,10,2,36.65
193922,1364,11,1,36.62
193922,1420,10.5,1,31.84
193923,408,11,1,93
193924,209,6,1,42.74
193924,338,9,2,17.99
193924,950,10,1,25.75
193924,1412,11,1,63
193924,1433,11.5,1,79.2
193925,566,7,1,28.41
193926,826,9,1,14.99
193927,862,10,1,60.96
193928,92,9,2,22.99
193928,402,11.5,1,33.65
193928,844,11.5,1,48.99
193928,1316,10,1,47.99
193929,327,12,2,62.08
193930,1291,10.5,1,62.4
193931,445,11.5,1,67.2
193932,364,12,1,67.9
193932,687,7,1,38.69
193932,942,7.5,1,41.39
193932,1237,7.5,1,29.44
193933,4,12,2,122.2
193933,500,10.5,1,52.79
193933,599,9.5,2,40.47
193933,706,7,2,21.61
193933,1064,10,1,37.59
193933,1433,10.5,1,79.2
193934,358,10.5,1,50.05
193934,416,10,1,20.45
193934,690,8.5,2,42.29
193934,834,7,1,22.55
193934,940,8,1,44.09
193934,1149,12,1,85.55
193934,1295,12,1,107.99
193935,585,9,2,21.77
193936,1079,10.5,1,54.87
193937,353,12,2,53.99
193938,545,9,1,28.79
193939,137,8.5,2,71.25
193939,183,11,1,25.1
193939,467,8.5,1,21.61
193939,844,12,1,44.09
193939,1385,12,2,61.2
193940,350,7.5,1,49.28
193941,916,10,2,71.25
193942,255,10,1,41.15
193942,387,9,2,51.69
193942,394,9,1,69.3
193942,730,11,1,37.04
193942,868,7.5,2,66.6
193943,192,11,1,35.87
193943,993,6.5,1,23.03
193943,1134,11,1,81.99
193943,1265,10.5,1,32.99
193944,80,11.5,2,73.14
193944,233,12,1,53.9
193944,411,6.5,1,15.46
193944,675,10.5,1,23.03
193944,709,11,1,31.95
193944,1238,8.5,1,26.31
193945,1227,11.5,1,71.28
193946,916,11.5,1,75
193946,954,10.5,1,28.19
193947,236,9.5,1,14.55
193947,493,11.5,2,61.74
193947,545,8.5,1,29.09
193948,821,9.5,2,49.67
193949,113,10,2,88.2
193950,1221,7.5,1,37.61
193951,367,11.5,1,95
193951,516,8,1,19.52
193951,681,6,1,37.2
193951,802,8.5,1,29.99
193952,710,7.5,2,26.59
193952,1200,10,1,60
193952,1357,9,1,49.99
193952,1408,5.5,1,53.75
193952,1414,11,1,74.4
193953,543,10,1,24.74
193953,696,11.5,1,61.1
193953,720,11,2,68.99
193953,853,10.5,1,89.28
193953,1298,7,1,15.8
193953,1375,8,1,37.99
193954,142,10.5,1,53.99
193954,397,10.5,1,42.13
193954,1147,10.5,1,80.63
193954,1191,9.5,2,53.35
193955,616,6.5,2,23.24
193956,1206,8,1,54.28
193957,1411,5.5,1,70
193958,1306,6,1,33.83
193959,779,9,1,10.99
193960,165,5.5,2,20.15
193960,448,7.5,1,11.95
193960,866,7,1,61.88
193960,887,8,1,75.65
193960,915,10,1,75.2
193960,965,7,1,27.99
193961,113,11,1,86.4
193961,115,7,2,20.69
193961,391,7,1,37.99
193961,520,12,1,17.99
193961,1163,8.5,1,32.75
193961,1382,10,1,67.31
193962,119,10,1,44.15
193962,457,8.5,1,22.53
193962,916,10.5,2,73.5
193962,1175,7.5,1,30.71
193963,901,11,2,96.29
193964,1,9.5,1,88.35
193965,1090,8.5,1,64.35
193966,1408,9.5,1,54.87
193967,844,10.5,1,47.52
193968,217,11,2,63.69
193969,138,9,1,25.99
193969,209,9,2,40.49
193969,230,9,1,43.19
193969,786,9,1,23.75
193969,1239,9,1,28.49
193969,1332,11.5,1,97.65
193970,1062,9.5,1,52.8
193971,29,10.5,1,56.4
193971,173,8,1,20.69
193971,846,9,1,26.96
193971,1163,6,1,35.27
193971,1293,11.5,2,100
193972,698,8.5,2,35.51
193972,716,9.5,1,82.31
193972,1416,7.5,1,17.09
193973,21,11,1,85.5
193973,36,10,1,44.61
193973,50,11.5,1,53.93
193973,97,10,2,35.99
193973,832,7.5,1,17.09
193973,1227,11.5,2,67.68
193974,183,11,2,24.83
193974,1185,8.5,1,72.8
193975,831,6.5,1,20.67
193976,735,10.5,1,48.49
193976,1191,8.5,1,52.25
193976,1268,10.5,1,36.99
193977,67,9.5,1,78.25
193977,263,5.5,1,55.99
193977,588,11,1,39.2
193977,1009,12,1,62.55
193978,244,12,1,73.5
193979,317,12,1,50
193980,1203,9,1,26.99
193981,1412,7.5,1,69.3
193982,220,9,1,22.79
193982,720,12,1,66.23
193982,763,9,1,37.61
193982,878,10.5,1,78.99
193982,1382,10.5,1,61.19
193983,1171,10.5,1,37.3
193984,742,5.5,1,62.78
193985,241,7.5,1,98.01
193986,1166,5,1,63.47
193987,696,12,2,59.8
193988,1337,11.5,1,84.6
193989,1094,7.5,1,23.24
193990,100,6.5,1,26.99
193990,306,11.5,1,43.11
193990,361,10,1,104.33
193990,380,12,2,76
193990,1425,9.5,1,47.03
193991,690,6.5,2,44.99
193991,853,9.5,1,88.32
193991,1017,8,1,23.99
193991,1033,11,2,57.6
193992,392,7,1,32.29
193993,178,12,1,51.99
193993,861,11,1,102.9
193993,1055,12,1,41.99
193993,1128,11,1,73.5
