saleid,saledate,customerid,tax,shipping
195616,2015-11-23,8223,0,32.37
195617,2015-11-23,8047,0,9.95
195618,2015-11-23,6844,0,40.51
195619,2015-11-23,15437,0,35.17
195620,2015-11-24,8250,0,38.11
195621,2015-11-24,17049,0,9.95
195622,2015-11-24,17963,0,9.95
195623,2015-11-24,3521,0,21.43
195624,2015-11-24,3260,0,9.95
195625,2015-11-24,994,0,9.95
195626,2015-11-24,8460,0,42.95
195627,2015-11-26,18175,0,50.4
195628,2015-11-26,16692,0,44.33
195629,2015-11-26,13428,0,50.81
195630,2015-11-26,17942,0,46.82
195631,2015-11-26,5137,0,9.95
195632,2015-11-26,10225,4.4,9.95
195633,2015-11-26,17477,0,9.95
195634,2015-11-26,2218,0,42.23
195635,2015-11-26,9974,20.8,29.48
195636,2015-11-26,3094,0,42.23
195637,2015-11-26,7631,0,53.68
195638,2015-11-26,4382,0,45.47
195639,2015-11-26,16479,0,35.73
195640,2015-11-26,1535,0,9.95
195641,2015-11-26,4155,0,9.95
195642,2015-11-26,11066,0,9.95
195643,2015-11-27,5314,0,9.95
195644,2015-11-27,13428,0,9.95
195645,2015-11-27,6639,0,19.81
195646,2015-11-27,3864,0,28.56
195647,2015-11-27,1225,17.44,33.73
195648,2015-11-28,9899,0,9.95
195649,2015-11-28,322,0,9.95
195650,2015-11-28,14426,0,26.78
195651,2015-11-28,642,0,38.41
195652,2015-11-28,18333,0,20.59
195653,2015-11-28,12049,0,38.57
195654,2015-11-28,11592,0,9.95
195655,2015-11-28,2304,0,42.73
195656,2015-11-29,8659,0,9.95
195657,2015-11-29,15892,0,47.6
195658,2015-11-29,13369,0,36.85
195659,2015-11-29,3647,0,9.95
195660,2015-11-29,11524,0,9.95
195661,2015-11-30,2881,0,46.53
195662,2015-11-30,6701,0,35.91
195663,2015-11-30,7148,0,9.95
195664,2015-11-30,7791,0,19.31
195665,2015-11-30,5795,0,19.39
195666,2015-11-30,3896,0,38.29
195667,2015-11-30,2757,0,9.95
195668,2015-11-30,15545,0,37.27
195669,2015-11-30,10834,0,9.95
195670,2015-12-01,16785,0,9.95
195671,2015-12-01,9390,0,42.05
195672,2015-12-01,6367,0,48.08
195673,2015-12-01,500,0,9.95
195674,2015-12-01,3466,0,38.47
195675,2015-12-01,3624,0,41.69
195676,2015-12-01,14774,0,51.93
195677,2015-12-01,935,0,28.58
195678,2015-12-01,8902,0,51.68
195679,2015-12-01,10214,0,43.31
195680,2015-12-01,11200,0,33.75
195681,2015-12-02,15508,0,47.14
195682,2015-12-02,5026,0,9.95
195683,2015-12-02,10263,0,9.95
195684,2015-12-02,11359,0,37.73
195685,2015-12-02,6494,0,9.95
195686,2015-12-02,14700,0,45.21
195687,2015-12-02,8546,0,9.95
195688,2015-12-02,12920,0,9.95
195689,2015-12-02,2820,0,9.95
195690,2015-12-02,14865,0,46.96
195691,2015-12-03,2689,0,18.99
195692,2015-12-03,18113,0,34.75
195693,2015-12-03,2619,0,9.95
195694,2015-12-03,8270,0,9.95
195695,2015-12-03,8744,0,45.24
195696,2015-12-03,14483,0,46.83
195697,2015-12-03,12920,0,9.95
195698,2015-12-03,464,0,9.95
195699,2015-12-03,10024,0,19.43
195700,2015-12-03,8782,0,19.91
195701,2015-12-03,7340,0,9.95
195702,2015-12-04,8223,0,28.48
195703,2015-12-04,12011,0,37.29
195704,2015-12-04,10632,0,49.64
195705,2015-12-04,4914,0,9.95
195706,2015-12-04,11494,0,35.03
195707,2015-12-04,10917,0,9.95
195708,2015-12-04,4072,0,27.46
195709,2015-12-04,5068,0,32.99
195710,2015-12-04,10000,0,43.27
195711,2015-12-05,1021,0,33.31
195712,2015-12-05,17759,6.24,9.95
195713,2015-12-05,5475,0,49.64
195714,2015-12-05,13877,0,9.95
195715,2015-12-05,7420,0,9.95
195716,2015-12-05,3797,0,29.08
195717,2015-12-05,11359,0,9.95
195718,2015-12-05,12252,0,9.95
195719,2015-12-05,7483,0,9.95
195720,2015-12-06,5654,0,50.72
195721,2015-12-06,2256,0,20.91
195722,2015-12-06,1089,0,40.33
195723,2015-12-07,16931,0,20.23
195724,2015-12-07,7163,0,39.91
195725,2015-12-07,13846,0,33.31
195726,2015-12-07,9442,0,45.67
195727,2015-12-07,15996,0,33.01
195728,2015-12-07,16823,0,52.2
195729,2015-12-07,11379,0,40.57
195730,2015-12-07,2039,0,48.5
195731,2015-12-07,5024,0,33.81
195732,2015-12-07,3634,0,38.43
195733,2015-12-07,15039,3.68,9.95
195734,2015-12-07,791,0,9.95
195735,2015-12-07,7083,0,47.76
195736,2015-12-07,13774,0,9.95
195737,2015-12-07,14116,0,53.94
195738,2015-12-07,7583,0,35.65
195739,2015-12-07,15535,0,9.95
195740,2015-12-07,8490,0,47.34
195741,2015-12-07,17159,0,41.05
195742,2015-12-08,144,0,39.55
195743,2015-12-08,1527,0,9.95
195744,2015-12-08,6431,0,9.95
195745,2015-12-08,13400,0,44.05
195746,2015-12-08,3341,28,46.32
195747,2015-12-08,11788,0,43.95
195748,2015-12-08,7367,0,39.21
195749,2015-12-09,2798,0,21.91
195750,2015-12-09,12077,0,9.95
195751,2015-12-09,13844,0,9.95
195752,2015-12-09,4545,0,9.95
195753,2015-12-09,9145,0,9.95
195754,2015-12-09,8587,0,9.95
195755,2015-12-09,17936,0,18.31
195756,2015-12-09,757,0,48.06
195757,2015-12-09,10028,0,9.95
195758,2015-12-09,5216,0,9.95
195759,2015-12-09,12721,0,52.81
195760,2015-12-09,15518,0,43.17
195761,2015-12-09,11504,0,47.84
195762,2015-12-09,17648,1.12,9.95
195763,2015-12-09,5344,0,20.61
195764,2015-12-09,1581,0,32.61
195765,2015-12-09,5613,0,40.97
195766,2015-12-09,4462,0,9.95
195767,2015-12-10,4070,0,9.95
195768,2015-12-10,12286,0,9.95
195769,2015-12-10,1997,0,47.57
195770,2015-12-10,10474,0,9.95
195771,2015-12-11,16486,0,47.04
195772,2015-12-11,3223,0,9.95
195773,2015-12-11,12572,35.36,42.29
195774,2015-12-11,10397,5.28,9.95
195775,2015-12-11,10327,0,21.71
195776,2015-12-11,18253,0,48.8
195777,2015-12-11,12393,0,42.77
195778,2015-12-11,13020,0,20.91
195779,2015-12-11,18372,0,42.88
195780,2015-12-11,7194,0,27.78
195781,2015-12-11,11037,0,40.05
195782,2015-12-11,12251,0,37.69
195783,2015-12-13,15441,0,9.95
195784,2015-12-13,755,0,9.95
195785,2015-12-13,10051,0,27.2
195786,2015-12-13,7702,0,9.95
195787,2015-12-13,6844,0,9.95
195788,2015-12-13,2098,0,9.95
195789,2015-12-13,8006,0,9.95
195790,2015-12-14,18166,0,44.72
195791,2015-12-15,14959,0,9.95
195792,2015-12-15,14492,0,9.95
195793,2015-12-15,7397,0,9.95
195794,2015-12-15,1232,0,42.93
195795,2015-12-15,12757,0,18.71
195796,2015-12-15,14772,0,9.95
195797,2015-12-15,12437,0,9.95
195798,2015-12-15,3275,0,46.82
195799,2015-12-15,6542,0,47.85
195800,2015-12-15,6045,0,42.57
195801,2015-12-15,2146,0,9.95
195802,2015-12-16,1250,0,9.95
195803,2015-12-16,1543,0,39.33
195804,2015-12-16,10477,0,9.95
195805,2015-12-16,7983,0,46.8
195806,2015-12-16,10712,0,32.91
195807,2015-12-16,219,0,9.95
195808,2015-12-16,17042,0,9.95
195809,2015-12-16,17530,6.4,9.95
195810,2015-12-16,16332,5.44,9.95
195811,2015-12-16,4219,0,9.95
195812,2015-12-16,8261,0,50.14
195813,2015-12-16,9460,0,30.08
195814,2015-12-16,9703,0,26.12
195815,2015-12-16,3331,0,9.95
195816,2015-12-16,3356,0,9.95
195817,2015-12-16,9943,0,39.77
195818,2015-12-17,17253,1.84,9.95
195819,2015-12-17,15077,0,9.95
195820,2015-12-17,18387,0,9.95
195821,2015-12-18,3750,0,47.78
195822,2015-12-18,14512,0,9.95
195823,2015-12-18,17938,0,19.87
195824,2015-12-18,7083,0,20.47
195825,2015-12-18,1714,0,9.95
195826,2015-12-18,3647,0,9.95
195827,2015-12-18,5924,0,45.88
195828,2015-12-18,5871,0,22.23
195829,2015-12-18,15487,0,9.95
195830,2015-12-18,16425,0,9.95
195831,2015-12-18,3985,0,45.31
195832,2015-12-18,289,0,9.95
195833,2015-12-19,13992,34.08,45.23
195834,2015-12-19,3738,0,43.11
195835,2015-12-20,3852,0,27.04
195836,2015-12-20,17389,0,42.31
195837,2015-12-20,9668,0,43.41
195838,2015-12-20,13973,0,43.73
195839,2015-12-20,5730,0,27.48
195840,2015-12-20,2135,0,9.95
195841,2015-12-20,7643,0,9.95
195842,2015-12-20,14396,0,48.6
195843,2015-12-21,16604,0,45.89
195844,2015-12-21,15796,0,9.95
195845,2015-12-21,699,0,9.95
195846,2015-12-21,18338,0,9.95
195847,2015-12-21,11379,0,19.91
195848,2015-12-21,12744,0,47.32
195849,2015-12-21,4495,0,9.95
195850,2015-12-21,2499,0,22.19
195851,2015-12-21,1916,0,19.81
195852,2015-12-21,7239,19.84,38.41
195853,2015-12-21,15339,0,40.69
195854,2015-12-21,14315,0,38.51
195855,2015-12-21,4641,0,9.95
195856,2015-12-21,1148,0,37.27
195857,2015-12-22,12491,0,49.38
195858,2015-12-22,5338,0,44.55
195859,2015-12-22,7791,0,9.95
195860,2015-12-22,9903,0,37.85
195861,2015-12-22,16047,0,19.99
195862,2015-12-22,16033,0,26.08
195863,2015-12-23,16970,0,42.33
195864,2015-12-23,6179,0,41.49
195865,2015-12-23,7413,0,9.95
195866,2015-12-23,10194,0,9.95
195867,2015-12-23,12646,0,48.54
195868,2015-12-23,13760,0,9.95
195869,2015-12-23,13760,0,9.95
195870,2015-12-23,6890,0,9.95
195871,2015-12-23,2480,0,51.84
195872,2015-12-23,10717,0,9.95
195873,2015-12-23,15144,0,9.95
195874,2015-12-23,6645,0,27.62
195875,2015-12-24,15716,0,42.65
195876,2015-12-24,11083,0,33.67
195877,2015-12-24,7287,0,56.47
195878,2015-12-24,10286,0,9.95
195879,2015-12-24,15227,0,54.75
195880,2015-12-24,8438,0,44.51
195881,2015-12-25,11967,0,18.71
195882,2015-12-25,3032,0,42.27
195883,2015-12-25,17690,0,36.27
195884,2015-12-25,1258,0,37.55
195885,2015-12-25,5430,0,9.95
195886,2015-12-25,12099,0,41.43
195887,2015-12-25,832,0,9.95
195888,2015-12-26,5995,0,39.55
195889,2015-12-26,8006,0,9.95
195890,2015-12-26,15623,0,39.99
195891,2015-12-26,4265,0,33.65
195892,2015-12-26,10139,0,9.95
195893,2015-12-26,10550,0,9.95
195894,2015-12-26,13877,0,43.21
195895,2015-12-27,5924,0,39.03
195896,2015-12-27,3039,0,9.95
195897,2015-12-27,15699,0,26.98
195898,2015-12-27,13995,9.36,9.95
195899,2015-12-27,5785,0,51.2
195900,2015-12-27,2350,32.08,44.73
195901,2015-12-27,15067,0,20.39
195902,2015-12-27,2135,0,20.75
195903,2015-12-27,1442,6.8,9.95
195904,2015-12-27,4938,0,47.62
195905,2015-12-27,13056,0,19.55
195906,2015-12-27,17470,0,9.95
195907,2015-12-27,518,0,34.21
195908,2015-12-27,6611,0,48.2
195909,2015-12-28,8249,0,48.28
195910,2015-12-28,14483,0,46.86
195911,2015-12-28,16355,0,9.95
195912,2015-12-28,11093,0,32.97
195913,2015-12-28,12005,0,48.02
195914,2015-12-28,15915,0,52.24
195915,2015-12-28,6611,0,9.95
195916,2015-12-28,2069,0,28.54
195917,2015-12-28,6854,0,9.95
195918,2015-12-28,7996,0,19.23
195919,2015-12-28,16784,0,9.95
195920,2015-12-28,5363,0,50.24
195921,2015-12-28,12742,0,9.95
195922,2015-12-28,780,0,33.17
195923,2015-12-28,14026,0,49.3
195924,2015-12-28,6171,4.48,9.95
195925,2015-12-28,13325,0,53.09
195926,2015-12-29,8125,0,55.43
195927,2015-12-29,4803,0,9.95
195928,2015-12-29,14437,0,9.95
195929,2015-12-29,6709,25.84,47.86
195930,2015-12-29,7603,0,49.2
195931,2015-12-29,5700,0,50.92
195932,2015-12-29,7722,0,9.95
195933,2015-12-29,5276,32.07,49.42
195934,2015-12-30,15348,0,48.06
195935,2015-12-30,12999,0,19.31
195936,2015-12-30,5138,0,43.63
195937,2015-12-30,5997,0,9.95
195938,2015-12-30,731,5.6,19.31
195939,2015-12-30,9165,0,44.97
195940,2015-12-30,10910,0,44.05
195941,2015-12-30,14683,0,43.59
195942,2015-12-30,15729,0,38.43
195943,2015-12-30,6676,0,43.51
195944,2015-12-30,14012,0,48.28
195945,2015-12-30,2060,0,9.95
195946,2015-12-30,6451,0,9.95
195947,2015-12-30,16184,0,9.95
195948,2015-12-30,650,0,19.15
195949,2015-12-30,17357,0,49.92
195950,2015-12-30,5345,0,39.01
195951,2015-12-30,4985,0,34.01
